sample_id	contig_id	start	end	strand	gene	product	drug_class	category	tool	evidence	identity	coverage	source_file
SRR11038083	contig_27	31	357	+	HJHHLH_0058	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_27	672	2099	+	HJHHLH_0059	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_27	2141	2467		relE	Addiction module toxin RelE		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A4V3WXN6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_27	2467	2730		HJHHLH_0061	Prevent-host-death protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1Y4E994			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_27	3042	3386	+	HJHHLH_0062	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_27	4011	4229		HJHHLH_0063	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_28	1	1112	+	contig_28	contig_28		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_28	739	1002	+	HJHHLH_0064	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_29	1	472	+	contig_29	contig_29		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_30	1	1189	+	contig_30	contig_30		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_30	86	955	+	HJHHLH_0065	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_31	1	816	+	contig_31	contig_31		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_32	1	792	+	contig_32	contig_32		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_33	1	780	+	contig_33	contig_33		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_34	1	595	+	contig_34	contig_34		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_34	111	518	+	HJHHLH_0066	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	1	7072	+	contig_35	contig_35		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	528	677	+	HJHHLH_0067	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	691	1884		HJHHLH_0068	Plasmid recombination enzyme		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A0H5Q4U9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	2103	2510		HJHHLH_0069	DUF2442 domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_W8KJ05,UniRef:UniRef90_A0A1G9PBJ2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	2497	2745		HJHHLH_0070	DUF4160 domain-containing protein		CDS	bakta	RefSeq:WP_182806026.1,SO:0001217,UniParc:UPI00065CB7EF,UniRef:UniRef100_A0A7W4CNS4,UniRef:UniRef50_A0A126NR20,UniRef:UniRef90_A0A1G9PAQ7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	2807	5959		HJHHLH_0071	site-specific DNA-methyltransferase (adenine-specific)		CDS	bakta	SO:0001217,UniRef:UniRef50_Q0ASV4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	5985	6380		HJHHLH_0072	hypothetical protein		CDS	bakta	PFAM:PF12728.13			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_35	6436	6996		repL	Plasmid replication protein RepL domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1C2HB05			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	1	3086	+	contig_36	contig_36		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	60	1037	+	HJHHLH_0074	Replication protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1X7HIW9,UniRef:UniRef90_Q8VQM9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	1223	1411	+	HJHHLH_0075	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A414UD81			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	1464	1778	+	HJHHLH_0076	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	2158	2427		HJHHLH_0077	Txe/YoeB family addiction module toxin		CDS	bakta	GO:0008219,SO:0001217,UniRef:UniRef50_A0A1Y4CQK5,UniRef:UniRef90_F8N551			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_36	2415	2678		HJHHLH_0078	Prevent-host-death protein		CDS	bakta	SO:0001217,UniRef:UniRef50_F8N550,UniRef:UniRef90_A0A2N6Q055			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_37	1	749	+	contig_37	contig_37		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_38	1	2869	+	contig_38	contig_38		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_38	38	934	+	HJHHLH_0079	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_38	1246	1827	+	HJHHLH_0080	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_38	1827	2723	+	HJHHLH_0081	hypothetical protein		CDS	bakta	PFAM:PF13362.12,PFAM:PF13662.12,PFAM:PF01807.25			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_39	1	1444	+	contig_39	contig_39		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_39	114	214	?	HJHHLHJKEC_432	origin of transfer		oriT	bakta	similar to DNA sequence			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_39	588	1067	+	HJHHLH_0082	Helix-turn-helix domain-containing protein		CDS	bakta	RefSeq:WP_000275450.1,SO:0001217,UniParc:UPI00005EDE7F,UniRef:UniRef100_Q2XPQ9,UniRef:UniRef50_A0A0H5PZW6,UniRef:UniRef90_A0A3G4RXL7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_40	1	1462	+	contig_40	contig_40		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_40	157	705	+	HJHHLH_0083	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_40	698	943	+	HJHHLH_0084	Complexin-2		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A174F681			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_41	1	2958	+	contig_41	contig_41		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_41	47	211	+	HJHHLH_0085	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_41	400	1365	+	HJHHLH_0086	Replication initiation factor domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A425WEJ9,UniRef:UniRef90_UPI0034A2A956			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_41	1781	2659		HJHHLH_0087	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	1	2570	+	contig_42	contig_42		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	44	493	+	HJHHLH_0088	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	831	1034		HJHHLH_0089	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	1530	1811		HJHHLH_0090	hypothetical protein		CDS	bakta	RefSeq:WP_077271966.1,SO:0001217,UniParc:UPI0009838435,UniRef:UniRef100_UPI0009838435,UniRef:UniRef50_UPI0012698699,UniRef:UniRef90_UPI0009838435			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	1826	2074		merR	MerR HTH family regulatory protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A2A3ZUH7,UniRef:UniRef90_A0A1F1IDH9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_42	2071	2472		HJHHLH_0092	primase C-terminal domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI003313077C			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_43	1	687	+	contig_43	contig_43		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_43	105	635		HJHHLH_0093	hypothetical protein		CDS	bakta	PFAM:PF13730.12			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_44	1	618	+	contig_44	contig_44		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_44	28	309		HJHHLH_0094	plasmid mobilization protein		CDS	bakta	SO:0001217,UniRef:UniRef50_K1UMJ4,UniRef:UniRef90_UPI0023AB3F61			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_44	275	436		HJHHLH_0095	hypothetical protein		CDS	bakta	RefSeq:WP_007885225.1,SO:0001217,UniParc:UPI000197F7DB,UniRef:UniRef100_C0FSN3,UniRef:UniRef50_C0FSN3,UniRef:UniRef90_C0FSN3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_45	1	374	+	contig_45	contig_45		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_46	1	801	+	contig_46	contig_46		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_47	1	841	+	contig_47	contig_47		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_47	42	608	+	HJHHLH_0096	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_48	1	543	+	contig_48	contig_48		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_49	1	1787	+	contig_49	contig_49		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_49	24	1250	+	HJHHLH_0097	Plasmid recombination enzyme		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A830U7Z4,UniRef:UniRef90_D4LUC5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_49	1075	1512		HJHHLH_0098	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_50	1	607	+	contig_50	contig_50		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_50	49	348		mbpA	mobilization protein MbpA		CDS	bakta	RefSeq:WP_004327437.1,SO:0001217,UniParc:UPI00000B32BC,UniRef:UniRef100_A0A413ZG20,UniRef:UniRef50_A0A2V2GEE6,UniRef:UniRef90_A0A413ZG20			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	1	11033	+	contig_51	contig_51		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	97	645	+	HJHHLH_0100	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	881	1150	+	HJHHLH_0101	type II toxin-antitoxin system RelB/DinJ family antitoxin		CDS	bakta	KEGG:K07473,SO:0001217,UniRef:UniRef50_A0A356L1Q3,UniRef:UniRef90_UPI0025B20B21			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	1143	1421	+	yafQ	Type II toxin-antitoxin system YafQ family toxin		CDS	bakta	SO:0001217,UniRef:UniRef50_A8S0R9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	1440	1679	+	HJHHLH_0103	DUF5348 domain-containing protein		CDS	bakta	RefSeq:WP_117531940.1,SO:0001217,UniParc:UPI0004B4C7FD,UniRef:UniRef100_A0A6L5TEF6,UniRef:UniRef50_A0A1Y4HBA1,UniRef:UniRef90_A0A174HMD1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	1684	2202	+	HJHHLH_0104	TetR/AcrR family transcriptional regulator		CDS	bakta	RefSeq:WP_025491722.1,SO:0001217,UniParc:UPI00046F83CD,UniRef:UniRef100_A0A3E3I1J6,UniRef:UniRef50_A0A0H5Q0J0,UniRef:UniRef90_A0A3E3I1J6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	2257	3225	+	HJHHLH_0105	hypothetical protein		CDS	bakta	RefSeq:WP_066859798.1,SO:0001217,UniParc:UPI0004B2A164,UniRef:UniRef100_A0AAE3DPG1,UniRef:UniRef50_K1RN31,UniRef:UniRef90_A0AAE3DPG1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	3469	4695	+	HJHHLH_0106	Plasmid recombination enzyme		CDS	bakta	RefSeq:WP_025491723.1,SO:0001217,UniParc:UPI00046FA48A,UniRef:UniRef100_A0A3E3I1S2,UniRef:UniRef50_A0A830U7Z4,UniRef:UniRef90_A0A3E3I1S2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	4888	5055	+	HJHHLH_0107	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_C0CLF0,UniRef:UniRef90_C0CLF0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	5071	6588	+	HJHHLH_0108	Replication protein		CDS	bakta	RefSeq:WP_025491724.1,SO:0001217,UniParc:UPI0004716A69,UniRef:UniRef100_A0A1C6ADA8,UniRef:UniRef50_A0A1Y4L3A8,UniRef:UniRef90_A0A412YRQ1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	6837	7118	+	HJHHLH_0109	Type II toxin-antitoxin system RelB/DinJ family antitoxin		CDS	bakta	KEGG:K07473,RefSeq:WP_025491725.1,SO:0001217,UniParc:UPI00046EF217,UniRef:UniRef100_A0A6L5TCC1,UniRef:UniRef50_G5ID77,UniRef:UniRef90_A0A6L5TCC1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	7111	7383	+	yafQ	mRNA interferase YafQ		CDS	bakta	EC:3.1.-.-,KEGG:K19157,RefSeq:WP_066859802.1,SO:0001217,UniParc:UPI00078B25C3,UniRef:UniRef100_A0A140JXE0,UniRef:UniRef50_C9RJS0,UniRef:UniRef90_C0CLE7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	7402	7650	+	HJHHLH_0111	DUF5060 domain-containing protein		CDS	bakta	RefSeq:WP_087295647.1,SO:0001217,UniParc:UPI0008209D34,UniRef:UniRef100_A0A926ER05,UniRef:UniRef50_A0A1Y4HBA1,UniRef:UniRef90_A0A1Y4HBA1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	7647	8138	+	HJHHLH_0112	DUF536 domain-containing protein		CDS	bakta	RefSeq:WP_087990358.1,SO:0001217,UniParc:UPI000B43D773,UniRef:UniRef100_A0A926EU05,UniRef:UniRef50_A0A0H5Q0J0,UniRef:UniRef90_A0A926EU05			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	8176	9450	+	HJHHLH_0113	GNAT family N-acetyltransferase		CDS	bakta	EC:2.1.1.208,KEGG:K21514,RefSeq:WP_087990359.1,SO:0001217,UniParc:UPI000B447FA3,UniRef:UniRef100_A0A923NNS5,UniRef:UniRef50_A0A923NNS5,UniRef:UniRef90_A0A923NNS5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_51	9486	9845	+	sdpI	SdpI family protein		CDS	bakta	RefSeq:WP_087990360.1,SO:0001217,UniParc:UPI000B443276,UniRef:UniRef100_A0A926IJD8,UniRef:UniRef50_R9K8H8,UniRef:UniRef90_A0A926IJD8			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_52	1	357	+	contig_52	contig_52		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	1	3454	+	contig_53	contig_53		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	75	308		HJHHLH_0115	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	301	669		HJHHLH_0116	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	867	1979	+	HJHHLH_0117	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	2039	2287		HJHHLH_0118	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_53	2361	3302	+	HJHHLH_0119	Uncultured bacterium plasmid pRGI00557		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I617			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_54	1	973	+	contig_54	contig_54		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
